user_id,age,age_group,gender,device_model,os,avg_screen_time_hrs,daily_data_gb,app_count,battery_drain_pct,charging_freq,primary_use
10774,28,26-35,Male,iPhone 13,iOS,5.35,2.52,49,60.49,2,Gaming
10775,47,46-60,Female,OnePlus Nord,Android,3.94,3.38,106,55.52,1,Work
10776,39,36-45,Male,Galaxy A52,Android,5.72,2.57,56,67.84,2,Work
10777,37,36-45,Male,iPhone 13,iOS,4.79,1.91,26,53.46,1,Gaming
10778,21,18-25,Female,iPhone 12,iOS,5.32,4.06,93,54.17,3,Mixed
10779,56,46-60,Female,iPhone 12,iOS,3.21,2.78,99,48.5,1,Social
10780,47,46-60,Female,iPhone 12,iOS,3.1,3.05,47,46.91,1,Gaming
10781,25,18-25,Female,Galaxy A52,Android,6.11,4.1,106,74.56,3,Social
10782,21,18-25,Female,Galaxy A52,Android,4.37,2.44,117,52.72,1,Gaming
10783,30,26-35,Male,iPhone 12,iOS,4.98,5.28,37,55.12,2,Work
10784,46,46-60,Male,Galaxy A52,Android,3.98,2.02,66,51.48,1,Work
10785,39,36-45,Male,Redmi Note 11,Android,6.03,5.2,42,64.41,3,Gaming
10786,48,46-60,Female,iPhone 12,iOS,3.47,1.33,39,42.19,1,Work
10787,23,18-25,Female,iPhone 12,iOS,4.27,3.27,50,62.27,3,Social
10788,18,18-25,Male,OnePlus Nord,Android,5.84,1.76,33,59.29,2,Mixed
10789,59,46-60,Male,iPhone 12,iOS,6.49,4.06,42,80.97,3,Work
10790,46,46-60,Female,iPhone 13,iOS,3.61,1.98,21,57.07,1,Work
10791,51,46-60,Male,iPhone 12,iOS,7.83,2.98,48,95.0,4,Work
10792,36,36-45,Female,Redmi Note 11,Android,5.03,1.75,69,64.69,3,Mixed
10793,37,36-45,Male,Redmi Note 11,Android,2.73,3.82,92,36.52,1,Social
10794,39,36-45,Female,Redmi Note 11,Android,5.13,1.75,78,59.42,1,Social
10795,23,18-25,Male,Galaxy A52,Android,3.85,4.79,52,37.01,1,Social
10796,26,26-35,Female,Redmi Note 11,Android,5.24,1.31,67,64.62,1,Work
10797,44,36-45,Female,Galaxy A52,Android,4.43,0.85,63,53.89,2,Social
10798,38,36-45,Female,OnePlus Nord,Android,4.63,3.84,31,54.11,3,Gaming
10799,57,46-60,Female,iPhone 13,iOS,2.95,1.83,102,41.38,1,Social
10800,56,46-60,Female,Galaxy A52,Android,6.18,2.59,61,74.17,4,Gaming
10801,28,26-35,Female,iPhone 12,iOS,2.53,2.18,103,33.49,1,Gaming
10802,25,18-25,Male,iPhone 12,iOS,2.62,0.89,120,47.88,1,Social
10803,22,18-25,Female,Galaxy A52,Android,5.12,2.5,114,67.58,1,Social
10804,26,26-35,Female,iPhone 13,iOS,7.22,4.24,54,89.58,4,Gaming
10805,26,26-35,Male,OnePlus Nord,Android,3.9,3.9,60,50.38,1,Gaming
10806,40,36-45,Female,Redmi Note 11,Android,5.69,2.9,104,71.97,2,Gaming
10807,59,46-60,Female,iPhone 12,iOS,6.32,4.05,74,69.83,4,Social
10808,50,46-60,Female,Redmi Note 11,Android,5.88,1.22,129,74.8,3,Mixed
10809,21,18-25,Male,iPhone 12,iOS,3.97,2.18,126,50.47,1,Gaming
10810,41,36-45,Male,Galaxy A52,Android,2.65,3.11,32,32.37,1,Social
10811,23,18-25,Female,iPhone 13,iOS,0.8,2.43,58,30.0,1,Work
10812,37,36-45,Female,Redmi Note 11,Android,4.05,2.28,110,50.75,3,Work
10813,42,36-45,Male,OnePlus Nord,Android,6.5,1.04,108,90.94,2,Social
10814,57,46-60,Female,Redmi Note 11,Android,2.59,0.5,85,40.51,1,Mixed
10815,60,46-60,Female,iPhone 12,iOS,5.69,3.66,54,78.38,3,Gaming
10816,51,46-60,Male,iPhone 12,iOS,2.88,2.92,91,47.59,1,Social
10817,33,26-35,Female,OnePlus Nord,Android,4.68,3.77,52,59.03,1,Mixed
10818,51,46-60,Male,OnePlus Nord,Android,5.7,2.03,108,66.34,1,Social
10819,37,36-45,Male,OnePlus Nord,Android,3.38,1.67,104,35.36,1,Work
10820,47,46-60,Male,iPhone 13,iOS,4.79,2.61,55,54.67,3,Gaming
10821,55,46-60,Female,OnePlus Nord,Android,3.79,3.71,32,53.88,1,Work
10822,34,26-35,Male,iPhone 13,iOS,5.7,2.3,75,67.19,2,Work
10823,41,36-45,Male,iPhone 12,iOS,4.9,3.64,65,63.25,1,Social
10824,19,18-25,Male,Redmi Note 11,Android,4.6,1.29,92,45.82,2,Work
10825,40,36-45,Female,Redmi Note 11,Android,7.15,2.39,118,86.22,2,Work
10826,43,36-45,Female,Redmi Note 11,Android,5.63,2.51,65,74.88,3,Work
10827,48,46-60,Male,iPhone 12,iOS,3.33,4.19,119,34.65,1,Work
10828,51,46-60,Male,Redmi Note 11,Android,4.35,2.87,63,57.73,3,Work
10829,46,46-60,Female,OnePlus Nord,Android,4.37,4.87,65,63.76,1,Work
10830,45,36-45,Male,iPhone 12,iOS,4.64,0.85,93,68.48,3,Work
10831,50,46-60,Male,Redmi Note 11,Android,8.79,2.77,88,95.0,2,Social
10832,19,18-25,Male,OnePlus Nord,Android,5.13,2.83,50,67.98,3,Social
10833,51,46-60,Male,Redmi Note 11,Android,1.04,3.41,43,30.98,1,Work
10834,26,26-35,Male,Galaxy A52,Android,3.58,1.54,51,50.21,1,Social
10835,35,26-35,Male,iPhone 12,iOS,1.21,4.79,86,31.81,1,Social
10836,46,46-60,Male,Galaxy A52,Android,3.94,2.62,35,51.18,1,Social
10837,27,26-35,Female,Redmi Note 11,Android,1.12,1.19,76,30.0,1,Social
10838,31,26-35,Male,iPhone 13,iOS,3.02,2.58,124,38.47,1,Social
10839,42,36-45,Female,Redmi Note 11,Android,1.91,2.19,103,30.11,1,Social
10840,20,18-25,Female,iPhone 13,iOS,5.15,6.22,127,66.1,1,Social
10841,51,46-60,Male,iPhone 13,iOS,4.5,3.96,43,52.82,2,Social
10842,43,36-45,Female,Redmi Note 11,Android,5.02,2.66,53,60.86,3,Social
10843,20,18-25,Male,Galaxy A52,Android,4.32,2.45,71,59.77,3,Social
10844,42,36-45,Female,iPhone 12,iOS,2.13,3.84,67,45.62,1,Gaming
10845,40,36-45,Male,OnePlus Nord,Android,5.37,3.9,106,53.4,1,Social
10846,27,26-35,Male,Galaxy A52,Android,7.77,0.5,72,95.0,4,Work
10847,20,18-25,Male,iPhone 12,iOS,5.2,3.44,74,62.44,1,Social
10848,54,46-60,Female,Galaxy A52,Android,3.78,2.64,57,55.59,1,Social
10849,60,46-60,Male,iPhone 13,iOS,2.07,0.9,21,39.67,1,Work
10850,22,18-25,Female,Galaxy A52,Android,2.96,3.74,124,50.99,1,Work
10851,43,36-45,Male,Galaxy A52,Android,5.27,5.52,88,60.33,3,Social
10852,35,26-35,Female,Galaxy A52,Android,6.32,3.32,101,73.85,4,Social
10853,43,36-45,Male,iPhone 13,iOS,4.94,4.03,72,61.08,2,Social
10854,27,26-35,Female,iPhone 12,iOS,5.86,4.95,69,68.46,2,Gaming
10855,27,26-35,Male,iPhone 12,iOS,5.7,1.52,48,76.91,1,Social
10856,48,46-60,Male,Redmi Note 11,Android,5.36,0.5,93,65.14,2,Social
10857,47,46-60,Male,Redmi Note 11,Android,3.38,3.45,125,36.09,1,Gaming
10858,41,36-45,Male,Redmi Note 11,Android,4.8,2.28,74,56.2,3,Social
10859,22,18-25,Female,OnePlus Nord,Android,3.06,0.81,125,33.13,1,Social
10860,38,36-45,Male,OnePlus Nord,Android,4.53,2.5,80,55.93,2,Social
10861,31,26-35,Female,OnePlus Nord,Android,5.06,3.55,69,66.64,3,Social
10862,27,26-35,Male,Redmi Note 11,Android,7.35,2.41,35,81.57,3,Social
10863,28,26-35,Female,iPhone 13,iOS,2.27,1.58,106,32.28,1,Mixed
10864,33,26-35,Male,Galaxy A52,Android,5.32,2.31,113,63.55,3,Gaming
10865,23,18-25,Male,iPhone 13,iOS,7.02,2.57,89,83.04,4,Social
10866,43,36-45,Female,Galaxy A52,Android,5.79,0.5,63,73.0,2,Work
10867,35,26-35,Male,OnePlus Nord,Android,5.92,2.41,119,76.04,1,Work
10868,19,18-25,Male,Redmi Note 11,Android,5.5,0.85,103,80.53,3,Work
10869,42,36-45,Female,Redmi Note 11,Android,6.71,3.46,35,79.84,3,Gaming
10870,54,46-60,Female,OnePlus Nord,Android,2.65,0.57,47,42.91,1,Work
10871,58,46-60,Male,Redmi Note 11,Android,2.14,3.92,76,30.0,1,Social
10872,59,46-60,Male,Redmi Note 11,Android,4.49,2.07,45,54.62,3,Social
10873,20,18-25,Female,iPhone 12,iOS,0.83,1.89,105,30.0,1,Mixed
10874,37,36-45,Male,iPhone 12,iOS,6.59,2.98,30,71.8,3,Social
10875,53,46-60,Male,iPhone 13,iOS,6.58,1.47,20,74.58,4,Mixed
10876,38,36-45,Male,Redmi Note 11,Android,3.76,2.96,88,48.96,1,Gaming
10877,28,26-35,Female,OnePlus Nord,Android,3.87,1.65,62,47.67,1,Social
10878,54,46-60,Female,OnePlus Nord,Android,4.38,1.88,65,71.41,1,Social
10879,19,18-25,Male,Redmi Note 11,Android,4.59,3.13,124,60.97,1,Social
10880,30,26-35,Male,OnePlus Nord,Android,4.72,1.12,125,71.21,3,Work
10881,28,26-35,Male,Redmi Note 11,Android,5.45,0.96,55,75.46,3,Work
10882,39,36-45,Female,Galaxy A52,Android,4.21,2.92,85,50.26,2,Gaming
10883,44,36-45,Male,Galaxy A52,Android,6.1,2.57,76,73.23,2,Work
10884,37,36-45,Male,Galaxy A52,Android,5.26,2.82,25,61.99,3,Social
10885,39,36-45,Female,iPhone 12,iOS,3.47,3.03,81,45.73,1,Gaming
10886,38,36-45,Male,iPhone 12,iOS,6.77,2.67,46,73.84,2,Mixed
10887,45,36-45,Female,iPhone 13,iOS,2.19,3.39,45,31.25,1,Mixed
10888,20,18-25,Male,iPhone 12,iOS,4.34,2.73,118,57.56,3,Work
10889,28,26-35,Male,Galaxy A52,Android,6.14,0.5,32,75.4,2,Social
10890,45,36-45,Male,iPhone 13,iOS,3.27,0.5,95,46.22,1,Social
10891,18,18-25,Female,iPhone 13,iOS,5.03,5.11,37,61.94,3,Social
10892,18,18-25,Female,Redmi Note 11,Android,5.42,2.6,57,71.36,1,Gaming
10893,39,36-45,Female,OnePlus Nord,Android,3.04,3.84,125,40.86,1,Work
10894,55,46-60,Male,iPhone 13,iOS,4.38,2.15,25,64.15,2,Work
10895,25,18-25,Female,OnePlus Nord,Android,4.23,2.52,111,43.21,1,Gaming
10896,40,36-45,Male,iPhone 13,iOS,3.56,2.01,47,51.54,1,Social
10897,49,46-60,Male,Galaxy A52,Android,8.41,5.81,108,95.0,2,Mixed
10898,50,46-60,Female,Galaxy A52,Android,3.2,2.93,24,39.95,1,Social
10899,47,46-60,Male,Redmi Note 11,Android,6.21,1.9,78,71.97,4,Social
10900,20,18-25,Male,OnePlus Nord,Android,3.83,0.5,98,53.09,1,Gaming
10901,52,46-60,Male,iPhone 12,iOS,2.65,5.17,127,44.0,1,Mixed
10902,53,46-60,Male,iPhone 13,iOS,4.67,2.39,92,48.2,2,Gaming
10903,31,26-35,Male,Redmi Note 11,Android,5.6,3.57,64,71.77,1,Gaming
10904,31,26-35,Female,Galaxy A52,Android,6.06,3.71,72,69.85,3,Gaming
10905,41,36-45,Male,iPhone 12,iOS,7.16,2.0,21,90.35,3,Work
10906,48,46-60,Female,OnePlus Nord,Android,9.0,3.47,68,90.96,2,Gaming
10907,44,36-45,Female,Galaxy A52,Android,4.93,1.81,92,75.97,3,Social
10908,23,18-25,Male,OnePlus Nord,Android,3.37,1.31,109,40.38,1,Social
10909,33,26-35,Male,iPhone 12,iOS,5.27,4.11,106,73.28,3,Work
10910,22,18-25,Male,iPhone 12,iOS,4.05,2.39,82,52.08,1,Gaming
10911,49,46-60,Female,OnePlus Nord,Android,6.07,3.27,111,67.79,2,Social
10912,27,26-35,Male,Redmi Note 11,Android,2.29,3.13,89,36.49,1,Social
10913,22,18-25,Female,iPhone 13,iOS,8.53,3.43,77,95.0,2,Mixed
10914,59,46-60,Male,iPhone 12,iOS,5.96,0.58,23,62.28,1,Work
10915,49,46-60,Female,Redmi Note 11,Android,1.64,1.84,49,32.61,1,Mixed
10916,31,26-35,Male,Redmi Note 11,Android,3.29,2.18,76,44.83,1,Gaming
10917,39,36-45,Male,iPhone 12,iOS,5.89,1.52,66,74.36,1,Work
10918,33,26-35,Female,Redmi Note 11,Android,6.5,3.16,37,77.07,3,Social
10919,53,46-60,Female,Galaxy A52,Android,2.34,4.14,113,31.97,1,Social
10920,43,36-45,Male,OnePlus Nord,Android,5.71,4.35,110,62.42,1,Social
10921,19,18-25,Female,Redmi Note 11,Android,1.19,2.16,127,30.0,1,Work
10922,54,46-60,Male,OnePlus Nord,Android,4.35,2.98,114,59.5,1,Social
10923,49,46-60,Female,Galaxy A52,Android,6.39,3.18,63,79.87,2,Gaming
10924,35,26-35,Female,iPhone 12,iOS,3.56,3.41,71,50.17,1,Work
10925,36,36-45,Male,Redmi Note 11,Android,1.94,1.46,68,37.07,1,Social
10926,22,18-25,Male,Galaxy A52,Android,4.75,4.97,122,67.94,3,Gaming
10927,55,46-60,Male,Galaxy A52,Android,3.47,3.8,49,35.44,1,Social
10928,50,46-60,Female,iPhone 13,iOS,5.57,3.84,71,53.65,1,Social
10929,19,18-25,Female,iPhone 13,iOS,2.99,4.16,56,52.21,1,Social
10930,48,46-60,Male,Redmi Note 11,Android,3.19,3.29,82,35.85,1,Social
10931,41,36-45,Male,iPhone 12,iOS,1.06,1.26,31,30.0,1,Gaming
10932,51,46-60,Female,OnePlus Nord,Android,4.79,2.42,36,58.17,1,Work
10933,24,18-25,Female,iPhone 13,iOS,4.23,0.5,53,44.38,2,Work
10934,21,18-25,Female,Redmi Note 11,Android,2.48,3.14,47,34.51,1,Work
10935,44,36-45,Male,iPhone 12,iOS,4.83,2.38,23,54.61,2,Work
10936,37,36-45,Male,Galaxy A52,Android,6.25,2.55,117,73.1,2,Work
10937,54,46-60,Male,Redmi Note 11,Android,4.13,4.17,65,54.98,2,Gaming
10938,58,46-60,Female,iPhone 13,iOS,4.96,2.01,33,59.54,2,Work
10939,45,36-45,Male,OnePlus Nord,Android,4.96,2.27,32,59.24,3,Gaming
10940,20,18-25,Female,Redmi Note 11,Android,2.45,2.63,77,38.05,1,Gaming
10941,24,18-25,Male,Galaxy A52,Android,8.0,0.5,68,95.0,3,Social
10942,41,36-45,Female,iPhone 12,iOS,3.7,2.25,69,58.62,1,Work
10943,38,36-45,Female,OnePlus Nord,Android,5.62,0.5,86,66.89,1,Gaming
10944,35,26-35,Female,Redmi Note 11,Android,5.81,1.84,40,81.05,3,Gaming
10945,54,46-60,Male,iPhone 13,iOS,4.26,3.71,99,59.86,3,Social
10946,18,18-25,Male,Galaxy A52,Android,5.53,3.18,70,59.91,2,Social
10947,20,18-25,Male,Redmi Note 11,Android,4.92,1.83,57,53.63,2,Work
10948,43,36-45,Female,iPhone 13,iOS,2.09,2.65,45,30.0,1,Social
10949,48,46-60,Female,Redmi Note 11,Android,3.94,1.2,25,60.07,1,Social
10950,31,26-35,Female,Redmi Note 11,Android,3.46,2.6,37,43.59,1,Social
10951,38,36-45,Female,OnePlus Nord,Android,3.72,6.41,124,37.85,1,Social
10952,55,46-60,Female,iPhone 12,iOS,2.28,5.0,25,33.43,1,Social
10953,45,36-45,Male,Galaxy A52,Android,6.41,2.67,60,64.22,3,Gaming
10954,44,36-45,Female,iPhone 13,iOS,7.22,2.81,76,77.87,3,Social
10955,57,46-60,Male,iPhone 12,iOS,6.16,1.33,69,70.08,2,Work
10956,43,36-45,Male,Galaxy A52,Android,6.66,1.56,44,79.5,3,Work
10957,23,18-25,Male,iPhone 12,iOS,3.91,3.07,67,57.24,1,Gaming
10958,37,36-45,Male,Redmi Note 11,Android,3.42,1.92,43,50.36,1,Social
10959,55,46-60,Male,Redmi Note 11,Android,3.18,3.78,49,36.72,1,Social
10960,36,36-45,Female,iPhone 12,iOS,5.59,4.64,106,65.67,2,Mixed
10961,50,46-60,Male,iPhone 13,iOS,4.89,3.03,64,61.36,3,Gaming
10962,26,26-35,Female,Galaxy A52,Android,4.37,2.73,62,54.13,3,Work
10963,48,46-60,Male,Redmi Note 11,Android,6.7,0.5,91,77.38,3,Social
10964,48,46-60,Male,OnePlus Nord,Android,5.19,3.57,75,53.56,3,Social
10965,26,26-35,Male,Redmi Note 11,Android,3.07,1.11,92,35.78,1,Social
10966,21,18-25,Male,Redmi Note 11,Android,3.34,2.06,89,42.98,1,Social
10967,25,18-25,Female,Galaxy A52,Android,5.66,3.85,52,50.04,3,Social
10968,42,36-45,Male,iPhone 12,iOS,6.27,3.94,116,78.54,4,Social
10969,32,26-35,Female,Redmi Note 11,Android,5.44,1.99,64,58.16,1,Social
10970,32,26-35,Male,Galaxy A52,Android,7.72,2.07,26,93.32,4,Gaming
10971,59,46-60,Female,iPhone 12,iOS,7.28,1.69,125,88.39,3,Gaming
10972,20,18-25,Female,iPhone 12,iOS,5.25,1.04,37,61.24,1,Social
10973,34,26-35,Female,OnePlus Nord,Android,3.07,1.77,89,48.7,1,Mixed
10974,43,36-45,Male,Redmi Note 11,Android,2.27,0.5,64,39.16,1,Gaming
10975,51,46-60,Male,OnePlus Nord,Android,3.84,3.49,56,48.55,1,Social
10976,33,26-35,Male,Redmi Note 11,Android,5.78,3.11,40,67.27,2,Social
10977,44,36-45,Female,Redmi Note 11,Android,7.61,3.33,109,94.68,3,Social
10978,40,36-45,Male,iPhone 12,iOS,5.21,1.36,98,65.49,2,Gaming
10979,49,46-60,Male,Galaxy A52,Android,6.49,1.05,63,83.17,2,Social
10980,30,26-35,Female,Galaxy A52,Android,4.08,2.67,49,38.47,2,Social
10981,39,36-45,Male,Galaxy A52,Android,5.56,2.68,30,68.19,3,Work
10982,40,36-45,Female,Galaxy A52,Android,5.9,2.41,27,61.54,2,Gaming
10983,33,26-35,Male,Galaxy A52,Android,1.13,2.22,24,30.0,1,Social
10984,43,36-45,Male,iPhone 13,iOS,3.8,4.82,27,54.28,1,Work
10985,44,36-45,Female,Redmi Note 11,Android,6.11,3.15,24,83.53,3,Social
10986,40,36-45,Male,Galaxy A52,Android,4.97,5.16,29,56.07,3,Work
10987,24,18-25,Female,Redmi Note 11,Android,2.47,4.25,34,33.55,1,Social
10988,59,46-60,Male,iPhone 13,iOS,0.8,4.81,121,30.0,1,Work
10989,38,36-45,Male,OnePlus Nord,Android,3.88,1.2,75,44.95,1,Work
10990,36,36-45,Female,Redmi Note 11,Android,4.38,3.37,74,61.67,1,Social
10991,37,36-45,Female,iPhone 13,iOS,3.0,2.04,22,41.58,1,Social
10992,43,36-45,Female,Redmi Note 11,Android,4.74,0.5,60,60.13,2,Social
10993,43,36-45,Male,Redmi Note 11,Android,5.36,4.54,29,69.32,3,Social
10994,29,26-35,Female,Galaxy A52,Android,5.64,2.22,26,67.97,3,Social
10995,44,36-45,Male,Redmi Note 11,Android,0.8,1.23,82,30.0,1,Social
10996,38,36-45,Male,Redmi Note 11,Android,2.27,2.06,82,34.32,1,Social
10997,21,18-25,Female,iPhone 12,iOS,3.98,1.56,107,46.66,1,Social
10998,26,26-35,Male,Redmi Note 11,Android,5.47,1.7,45,67.35,3,Mixed
10999,29,26-35,Female,OnePlus Nord,Android,5.33,2.31,53,71.28,2,Gaming
11000,19,18-25,Male,Galaxy A52,Android,5.3,4.85,91,57.95,3,Social
11001,51,46-60,Male,Galaxy A52,Android,3.85,1.73,58,41.31,1,Work
11002,47,46-60,Female,Redmi Note 11,Android,3.94,4.76,79,51.7,1,Mixed
11003,26,26-35,Female,iPhone 13,iOS,3.26,3.7,88,39.99,1,Work
11004,32,26-35,Female,Redmi Note 11,Android,5.81,3.12,119,70.29,2,Gaming
11005,53,46-60,Female,iPhone 12,iOS,2.94,3.57,126,43.32,1,Gaming
11006,30,26-35,Female,Redmi Note 11,Android,5.95,2.62,45,58.64,1,Mixed
11007,40,36-45,Female,Galaxy A52,Android,4.85,4.27,81,64.64,2,Social
11008,19,18-25,Female,Galaxy A52,Android,4.42,3.34,29,49.18,1,Social
11009,34,26-35,Male,Redmi Note 11,Android,3.38,0.5,116,45.67,1,Social
11010,20,18-25,Male,Galaxy A52,Android,2.2,2.99,119,30.04,1,Work
11011,60,46-60,Male,Galaxy A52,Android,3.4,3.62,73,42.69,1,Work
11012,26,26-35,Female,iPhone 12,iOS,3.94,2.22,50,61.56,1,Social
11013,58,46-60,Female,Galaxy A52,Android,0.8,2.76,57,30.0,1,Social
11014,48,46-60,Male,OnePlus Nord,Android,4.16,1.8,44,59.03,2,Gaming
11015,36,36-45,Female,Redmi Note 11,Android,6.07,0.81,128,73.61,2,Social
11016,22,18-25,Female,OnePlus Nord,Android,5.46,0.58,96,70.32,2,Work
11017,23,18-25,Male,OnePlus Nord,Android,3.66,0.6,84,51.1,1,Gaming
11018,43,36-45,Female,Redmi Note 11,Android,4.58,3.47,119,59.33,2,Work
11019,60,46-60,Female,Redmi Note 11,Android,3.55,0.5,119,54.14,1,Social
11020,34,26-35,Male,iPhone 12,iOS,4.75,1.73,69,60.44,3,Gaming
11021,50,46-60,Female,iPhone 13,iOS,7.12,1.6,43,95.0,2,Social
11022,27,26-35,Male,Galaxy A52,Android,6.15,2.23,46,79.26,2,Gaming
11023,38,36-45,Female,Galaxy A52,Android,5.39,0.5,101,59.06,1,Gaming
11024,56,46-60,Female,iPhone 13,iOS,3.66,3.13,69,47.54,1,Work
11025,38,36-45,Female,Redmi Note 11,Android,5.77,0.94,69,72.08,3,Work
11026,23,18-25,Male,OnePlus Nord,Android,1.63,4.07,34,30.0,1,Social
11027,45,36-45,Female,Redmi Note 11,Android,4.07,1.79,36,56.82,3,Gaming
11028,28,26-35,Female,Galaxy A52,Android,5.49,2.48,48,71.68,3,Social
11029,59,46-60,Male,OnePlus Nord,Android,5.76,2.6,24,61.44,1,Work
11030,54,46-60,Female,OnePlus Nord,Android,5.64,2.92,30,76.09,2,Social
11031,37,36-45,Male,Galaxy A52,Android,5.0,2.65,99,59.02,2,Mixed
11032,56,46-60,Female,OnePlus Nord,Android,4.17,2.04,71,50.12,3,Mixed
11033,20,18-25,Male,iPhone 12,iOS,5.41,3.05,53,62.51,2,Gaming
11034,33,26-35,Male,OnePlus Nord,Android,2.88,3.21,100,45.65,1,Work
11035,39,36-45,Male,Galaxy A52,Android,3.06,1.61,52,41.0,1,Social
11036,22,18-25,Female,OnePlus Nord,Android,4.6,3.15,68,54.02,1,Work
11037,49,46-60,Male,iPhone 12,iOS,4.79,4.15,50,57.36,3,Gaming
11038,58,46-60,Female,iPhone 12,iOS,1.4,3.52,37,30.0,1,Work
11039,41,36-45,Male,OnePlus Nord,Android,5.27,3.81,108,59.65,2,Work
11040,45,36-45,Male,Galaxy A52,Android,5.81,2.82,24,62.66,1,Gaming
11041,22,18-25,Female,iPhone 12,iOS,4.37,1.38,49,54.08,2,Social
11042,39,36-45,Female,iPhone 12,iOS,8.54,1.55,64,95.0,3,Gaming
11043,19,18-25,Male,Galaxy A52,Android,3.34,3.02,106,48.72,1,Work
11044,50,46-60,Female,Redmi Note 11,Android,3.89,3.83,57,58.44,1,Social
11045,32,26-35,Female,Redmi Note 11,Android,3.83,6.22,128,56.5,1,Gaming
11046,37,36-45,Female,iPhone 12,iOS,4.37,3.88,101,52.53,3,Gaming
11047,41,36-45,Male,Galaxy A52,Android,3.94,1.08,115,51.51,1,Work
11048,29,26-35,Male,OnePlus Nord,Android,2.11,1.6,113,32.9,1,Work
11049,33,26-35,Female,iPhone 13,iOS,3.57,5.56,48,34.79,1,Gaming
11050,33,26-35,Male,iPhone 12,iOS,4.33,2.32,55,48.0,3,Mixed
11051,42,36-45,Female,iPhone 13,iOS,6.59,2.66,28,76.9,3,Mixed
11052,58,46-60,Female,iPhone 13,iOS,8.24,1.35,42,93.36,2,Social
11053,29,26-35,Female,Galaxy A52,Android,6.77,4.63,22,82.77,4,Work
11054,25,18-25,Female,OnePlus Nord,Android,3.18,3.25,105,46.58,1,Gaming
11055,37,36-45,Female,Redmi Note 11,Android,3.32,1.59,75,34.58,1,Work
11056,18,18-25,Male,iPhone 13,iOS,4.23,1.31,59,57.41,2,Work
11057,35,26-35,Female,Redmi Note 11,Android,7.53,3.0,128,88.37,2,Work
11058,28,26-35,Male,iPhone 13,iOS,4.22,2.66,75,57.94,1,Social
11059,44,36-45,Male,OnePlus Nord,Android,2.24,3.68,77,40.8,1,Social
11060,47,46-60,Female,iPhone 12,iOS,3.65,3.31,50,47.64,1,Social
11061,35,26-35,Female,Galaxy A52,Android,5.79,2.26,105,77.37,3,Work
11062,47,46-60,Female,Galaxy A52,Android,5.67,1.89,30,63.36,1,Social
11063,58,46-60,Female,iPhone 12,iOS,4.16,2.39,61,47.93,3,Mixed
11064,25,18-25,Male,Galaxy A52,Android,5.66,1.88,126,71.17,3,Social
11065,34,26-35,Male,iPhone 12,iOS,0.8,2.43,22,30.0,1,Social
11066,53,46-60,Female,Galaxy A52,Android,4.68,2.62,76,60.37,1,Mixed
11067,25,18-25,Male,iPhone 12,iOS,5.96,1.43,33,83.56,3,Work
11068,36,36-45,Male,Redmi Note 11,Android,3.08,3.42,65,45.16,1,Social
11069,50,46-60,Male,OnePlus Nord,Android,3.08,2.12,38,44.07,1,Gaming
11070,21,18-25,Male,iPhone 12,iOS,1.33,1.51,79,30.0,1,Gaming
11071,18,18-25,Male,Redmi Note 11,Android,7.2,2.14,50,73.8,3,Work
11072,51,46-60,Male,Galaxy A52,Android,3.28,2.91,55,44.36,1,Mixed
11073,18,18-25,Male,Galaxy A52,Android,4.91,2.71,51,67.5,1,Social
11074,25,18-25,Male,OnePlus Nord,Android,5.53,3.15,82,65.36,3,Social
11075,22,18-25,Female,OnePlus Nord,Android,7.07,3.77,45,85.11,2,Gaming
11076,48,46-60,Male,iPhone 12,iOS,4.24,4.3,84,62.96,2,Social
11077,32,26-35,Male,OnePlus Nord,Android,3.58,2.97,21,56.21,1,Mixed
11078,42,36-45,Female,Redmi Note 11,Android,4.79,1.21,89,62.47,2,Social
11079,59,46-60,Male,Redmi Note 11,Android,6.68,2.25,64,79.82,4,Social
11080,52,46-60,Female,Galaxy A52,Android,4.21,1.29,97,44.99,3,Work
11081,20,18-25,Female,Redmi Note 11,Android,2.88,4.81,111,37.02,1,Gaming
11082,37,36-45,Male,iPhone 13,iOS,1.88,5.18,116,30.0,1,Social
11083,34,26-35,Male,iPhone 13,iOS,2.42,3.45,44,31.09,1,Social
11084,54,46-60,Female,Redmi Note 11,Android,5.97,3.72,59,73.19,2,Mixed
11085,29,26-35,Female,OnePlus Nord,Android,3.95,2.93,37,62.97,1,Mixed
11086,18,18-25,Male,iPhone 13,iOS,3.47,3.08,129,55.81,1,Social
11087,43,36-45,Female,Redmi Note 11,Android,3.28,0.52,117,46.26,1,Work
11088,54,46-60,Male,Galaxy A52,Android,4.64,2.5,31,63.08,3,Work
11089,59,46-60,Female,Galaxy A52,Android,4.09,1.45,110,48.53,3,Gaming
11090,29,26-35,Male,OnePlus Nord,Android,4.04,2.97,43,61.18,3,Work
11091,51,46-60,Female,iPhone 13,iOS,6.79,2.52,116,70.53,2,Gaming
11092,30,26-35,Female,iPhone 12,iOS,7.11,5.13,98,88.58,3,Mixed
11093,27,26-35,Female,Galaxy A52,Android,1.76,3.79,62,32.57,1,Work
11094,24,18-25,Male,Galaxy A52,Android,5.06,2.97,51,58.06,3,Social
11095,21,18-25,Male,iPhone 12,iOS,3.18,2.25,100,42.55,1,Work
11096,27,26-35,Male,iPhone 13,iOS,4.08,4.78,118,45.99,1,Gaming
