user_id,age,age_group,gender,device_model,os,avg_screen_time_hrs,daily_data_gb,app_count,battery_drain_pct,charging_freq,primary_use,usage_score,behaviour_category
2225,25,18-25,Female,Xiaomi 13,Android,15.56,4.87,53,99.0,0,Gaming,57.21,Dangerous
6884,26,26-35,Male,iPhone 14,iOS,5.33,0.1,95,43.1,1,Work,16.31,Minimal
5624,30,26-35,Female,Xiaomi 13,Android,5.29,0.78,71,38.1,0,Work,20.36,Minimal
4542,39,36-45,Male,iPhone 14,iOS,4.06,0.12,55,34.5,1,Work,29.49,Moderate
3505,33,26-35,Male,Xiaomi 13,Android,7.56,3.25,41,86.3,0,Social,30.27,Moderate
3795,29,26-35,Female,Xiaomi 13,Android,8.35,7.46,39,91.7,3,Social,39.97,Moderate
6765,19,18-25,Female,Samsung Galaxy S24,Android,8.0,0.1,42,99.0,0,Social,36.57,Moderate
4752,41,36-45,Male,Samsung Galaxy S24,Android,5.62,0.1,37,53.8,0,Work,20.51,Minimal
3658,32,26-35,Male,iPhone 14,iOS,4.29,2.21,84,46.7,1,Mixed,17.48,Minimal
1574,39,36-45,Female,iPhone 14,iOS,8.72,3.85,85,87.6,1,Mixed,36.84,Moderate
7788,51,46-60,Female,Samsung Galaxy S24,Android,5.8,2.61,84,58.1,0,Social,33.35,Moderate
8073,30,26-35,Male,Google Pixel 8,Android,3.34,0.56,91,35.6,0,Work,9.41,Minimal
6217,26,26-35,Female,Samsung Galaxy S24,Android,7.4,0.25,137,99.0,0,Gaming,36.37,Moderate
5988,34,26-35,Female,iPhone 14,iOS,5.73,0.13,64,50.6,0,Work,28.12,Moderate
1123,20,18-25,Male,Xiaomi 13,Android,1.89,2.14,36,28.1,1,Social,20.91,Moderate
4889,35,26-35,Male,OnePlus 11,Android,4.66,1.7,75,46.2,0,Mixed,24.61,Moderate
3374,47,46-60,Female,iPhone 14,iOS,2.95,0.77,47,32.6,0,Mixed,20.61,Minimal
6715,34,26-35,Male,Samsung Galaxy S24,Android,6.85,0.21,65,99.4,1,Social,38.96,Moderate
6649,38,36-45,Female,iPhone 14,iOS,7.74,0.66,43,56.7,0,Work,22.7,Moderate
3723,28,26-35,Male,Samsung Galaxy S24,Android,10.4,18.6,36,128.1,1,Social,69.49,Dangerous
3117,37,36-45,Female,Xiaomi 13,Android,5.2,2.52,58,54.9,2,Mixed,23.3,Moderate
2256,41,36-45,Male,iPhone 14,iOS,5.69,1.11,57,59.3,0,Work,25.39,Moderate
3031,44,36-45,Female,Xiaomi 13,Android,6.94,8.31,76,101.4,4,Social,39.9,Moderate
2283,33,26-35,Male,Google Pixel 8,Android,3.25,1.72,52,31.9,0,Mixed,16.82,Minimal
2839,27,26-35,Male,Google Pixel 8,Android,8.09,3.06,145,61.6,1,Mixed,41.09,Moderate
5075,45,36-45,Female,iPhone 14,iOS,4.42,0.2,73,66.1,0,Social,26.06,Moderate
4677,32,26-35,Male,iPhone 14,iOS,3.19,0.1,75,39.4,0,Work,15.48,Minimal
5989,42,36-45,Female,iPhone 14,iOS,6.02,0.46,29,53.4,0,Work,24.83,Moderate
4660,33,26-35,Male,Google Pixel 8,Android,18.0,18.32,20,255.6,4,Social,99.0,Dangerous
4232,35,26-35,Male,Xiaomi 13,Android,7.12,1.33,45,48.5,3,Work,33.65,Moderate
1126,50,46-60,Female,Google Pixel 8,Android,5.13,4.79,69,93.3,0,Social,36.97,Moderate
7042,33,26-35,Male,iPhone 14,iOS,6.81,2.63,36,89.6,1,Social,45.51,High
8006,48,46-60,Male,iPhone 14,iOS,6.6,0.1,40,49.2,2,Work,20.2,Minimal
2383,35,26-35,Male,OnePlus 11,Android,5.33,6.79,37,54.4,1,Social,32.73,Moderate
4899,25,18-25,Female,OnePlus 11,Android,5.57,1.26,54,99.0,0,Gaming,25.88,Moderate
2635,31,26-35,Male,Google Pixel 8,Android,4.13,1.97,34,44.2,3,Mixed,12.78,Minimal
6610,40,36-45,Male,Samsung Galaxy S24,Android,7.31,0.47,43,54.0,0,Work,28.67,Moderate
6179,30,26-35,Female,Xiaomi 13,Android,3.54,0.1,45,49.7,1,Social,11.91,Minimal
6980,24,18-25,Female,Samsung Galaxy S24,Android,5.64,5.71,64,85.2,0,Social,28.82,Moderate
2742,45,36-45,Female,OnePlus 11,Android,2.16,0.39,43,24.4,0,Mixed,11.98,Minimal
1169,35,26-35,Female,Samsung Galaxy S24,Android,5.38,4.38,61,73.3,0,Social,21.75,Moderate
2447,44,36-45,Female,Google Pixel 8,Android,6.5,0.36,40,73.8,0,Social,32.08,Moderate
3424,49,46-60,Male,Google Pixel 8,Android,7.31,4.9,21,135.9,1,Gaming,46.46,High
2613,25,18-25,Male,OnePlus 11,Android,9.0,4.6,67,180.8,2,Gaming,56.56,Dangerous
5363,27,26-35,Male,OnePlus 11,Android,8.58,0.32,39,99.0,0,Social,45.08,High
1199,53,46-60,Female,Google Pixel 8,Android,4.39,0.1,57,52.0,1,Mixed,21.94,Moderate
1158,19,18-25,Male,Samsung Galaxy S24,Android,7.85,8.91,41,128.9,2,Social,51.07,High
3524,39,36-45,Female,OnePlus 11,Android,8.2,0.28,84,83.2,1,Work,30.25,Moderate
4484,37,36-45,Female,iPhone 14,iOS,5.48,0.32,42,56.5,0,Work,20.79,Moderate
1102,41,36-45,Male,iPhone 14,iOS,3.87,0.1,46,34.7,0,Work,17.8,Minimal
8457,20,18-25,Male,Samsung Galaxy S24,Android,6.19,0.81,68,66.7,2,Work,18.13,Minimal
3611,39,36-45,Male,iPhone 14,iOS,5.14,0.23,52,42.7,1,Work,20.54,Minimal
7380,33,26-35,Female,Xiaomi 13,Android,5.81,0.15,80,99.0,0,Gaming,38.08,Moderate
6529,34,26-35,Male,iPhone 14,iOS,1.91,0.31,74,38.1,0,Work,12.75,Minimal
6447,33,26-35,Female,Xiaomi 13,Android,7.64,3.63,40,88.9,0,Social,30.49,Moderate
8331,37,36-45,Female,Google Pixel 8,Android,8.56,8.12,102,135.2,1,Social,51.68,High
3669,28,26-35,Male,Samsung Galaxy S24,Android,6.2,0.48,41,87.9,0,Social,28.3,Moderate
1347,29,26-35,Male,Google Pixel 8,Android,2.97,0.1,73,29.3,0,Work,14.19,Minimal
5524,31,26-35,Female,OnePlus 11,Android,6.94,3.88,86,85.7,0,Social,31.76,Moderate
4009,38,36-45,Male,Samsung Galaxy S24,Android,2.37,0.38,69,27.5,0,Work,10.26,Minimal
7199,30,26-35,Male,Xiaomi 13,Android,4.52,0.1,53,45.2,2,Mixed,21.65,Moderate
2596,24,18-25,Male,iPhone 14,iOS,4.78,5.8,51,84.5,1,Social,36.04,Moderate
6712,40,36-45,Male,Google Pixel 8,Android,4.8,2.21,74,74.3,1,Social,32.6,Moderate
7143,40,36-45,Female,Samsung Galaxy S24,Android,3.38,0.1,30,70.1,0,Gaming,20.67,Moderate
1886,32,26-35,Female,OnePlus 11,Android,4.81,0.97,78,59.2,0,Work,28.06,Moderate
7251,41,36-45,Male,Xiaomi 13,Android,6.83,0.12,28,99.0,0,Gaming,33.46,Moderate
6908,29,26-35,Male,Samsung Galaxy S24,Android,5.74,11.84,48,82.1,0,Social,42.06,High
6643,35,26-35,Male,Samsung Galaxy S24,Android,4.96,0.1,90,43.6,0,Work,18.47,Minimal
3164,39,36-45,Male,Xiaomi 13,Android,7.96,0.1,45,86.5,0,Work,37.67,Moderate
4624,44,36-45,Male,Xiaomi 13,Android,13.16,0.29,71,175.3,1,Social,64.59,Dangerous
4814,24,18-25,Male,Samsung Galaxy S24,Android,8.21,1.4,29,89.7,2,Social,35.26,Moderate
7664,29,26-35,Female,Xiaomi 13,Android,10.0,8.64,118,143.9,3,Social,53.95,Dangerous
2808,29,26-35,Male,Samsung Galaxy S24,Android,10.46,10.34,57,160.0,4,Social,69.07,Dangerous
2605,41,36-45,Male,Xiaomi 13,Android,6.03,0.1,29,59.6,1,Mixed,24.57,Moderate
6738,33,26-35,Male,Xiaomi 13,Android,7.87,6.7,47,99.0,0,Social,43.24,High
1720,41,36-45,Female,Xiaomi 13,Android,9.73,0.5,32,71.4,0,Work,36.95,Moderate
3258,23,18-25,Male,Google Pixel 8,Android,12.5,8.82,73,99.0,0,Social,50.07,High
3034,47,46-60,Female,Samsung Galaxy S24,Android,4.67,0.25,45,64.5,1,Social,19.83,Minimal
3185,44,36-45,Female,iPhone 14,iOS,3.49,1.54,54,37.7,1,Mixed,9.26,Minimal
4892,21,18-25,Female,iPhone 14,iOS,6.16,5.29,44,105.3,1,Social,43.1,High
2389,39,36-45,Male,Samsung Galaxy S24,Android,3.31,1.53,50,27.3,0,Mixed,13.9,Minimal
5803,39,36-45,Male,Google Pixel 8,Android,9.03,3.84,39,124.4,3,Social,48.5,High
5370,32,26-35,Male,Google Pixel 8,Android,6.34,1.14,52,48.9,0,Mixed,19.71,Minimal
6821,38,36-45,Male,iPhone 14,iOS,10.19,2.3,33,70.0,1,Work,40.67,Moderate
7759,32,26-35,Male,Google Pixel 8,Android,18.0,2.41,102,163.5,2,Mixed,81.73,Dangerous
4998,37,36-45,Male,Xiaomi 13,Android,6.54,0.5,34,69.8,1,Work,34.42,Moderate
4532,47,46-60,Male,OnePlus 11,Android,6.4,5.89,43,79.7,0,Social,38.47,Moderate
6977,51,46-60,Male,Xiaomi 13,Android,5.11,0.1,51,86.3,0,Social,26.82,Moderate
5081,29,26-35,Male,Samsung Galaxy S24,Android,4.98,1.81,71,69.7,1,Social,31.02,Moderate
7228,46,46-60,Female,iPhone 14,iOS,7.84,4.89,86,89.8,1,Social,40.26,Moderate
5161,44,36-45,Male,iPhone 14,iOS,6.09,0.6,82,51.2,2,Work,23.76,Moderate
6524,42,36-45,Male,iPhone 14,iOS,2.63,0.82,41,25.0,0,Work,15.32,Minimal
5851,48,46-60,Male,Xiaomi 13,Android,3.85,0.72,51,41.2,0,Work,16.69,Minimal
2583,57,46-60,Male,Xiaomi 13,Android,6.05,0.16,43,56.2,0,Work,23.66,Moderate
4800,29,26-35,Male,Samsung Galaxy S24,Android,1.89,0.1,79,24.6,0,Work,7.89,Minimal
4078,50,46-60,Male,Google Pixel 8,Android,4.16,1.55,35,48.2,0,Mixed,14.94,Minimal
6685,36,36-45,Female,OnePlus 11,Android,1.71,0.73,68,26.0,0,Mixed,12.55,Minimal
1226,30,26-35,Female,Samsung Galaxy S24,Android,1.96,0.34,110,33.8,0,Work,1.0,Minimal
6503,32,26-35,Male,Google Pixel 8,Android,4.64,3.25,51,63.2,0,Social,22.61,Moderate
4236,42,36-45,Male,Xiaomi 13,Android,7.26,0.12,66,64.5,1,Work,31.33,Moderate
1116,42,36-45,Female,OnePlus 11,Android,5.94,1.42,55,57.9,1,Mixed,28.64,Moderate
2870,30,26-35,Female,iPhone 14,iOS,10.44,0.19,71,190.0,1,Gaming,55.04,Dangerous
6992,51,46-60,Male,iPhone 14,iOS,5.96,3.55,65,78.5,0,Social,26.73,Moderate
7032,46,46-60,Female,Xiaomi 13,Android,5.93,0.66,57,54.5,2,Work,23.43,Moderate
7990,30,26-35,Female,OnePlus 11,Android,6.44,0.1,26,68.6,0,Work,26.88,Moderate
2604,29,26-35,Male,OnePlus 11,Android,8.49,1.45,62,172.0,2,Gaming,54.97,Dangerous
6182,28,26-35,Male,Xiaomi 13,Android,7.5,6.01,44,99.0,0,Social,35.66,Moderate
8445,38,36-45,Female,Samsung Galaxy S24,Android,6.35,0.28,72,93.0,0,Social,19.28,Minimal
7833,25,18-25,Female,iPhone 14,iOS,3.95,1.84,68,41.5,0,Work,23.83,Moderate
5636,29,26-35,Male,OnePlus 11,Android,8.74,9.68,65,99.0,0,Social,57.16,Dangerous
6511,23,18-25,Female,Xiaomi 13,Android,8.53,3.95,34,99.0,0,Gaming,42.29,High
4674,35,26-35,Female,Xiaomi 13,Android,5.72,2.29,58,55.0,1,Mixed,31.84,Moderate
7756,37,36-45,Female,Xiaomi 13,Android,2.35,0.1,64,26.3,0,Work,5.57,Minimal
3586,42,36-45,Male,iPhone 14,iOS,3.05,0.62,69,30.6,0,Work,9.95,Minimal
4878,36,36-45,Female,iPhone 14,iOS,3.27,0.1,43,39.3,0,Work,28.5,Moderate
2083,44,36-45,Female,Xiaomi 13,Android,7.23,11.72,30,107.2,2,Social,53.99,Dangerous
4296,35,26-35,Female,Google Pixel 8,Android,8.83,3.08,44,102.0,1,Social,40.83,Moderate
5535,23,18-25,Female,Samsung Galaxy S24,Android,5.94,8.67,95,96.4,1,Social,46.68,High
2440,41,36-45,Female,Samsung Galaxy S24,Android,5.19,1.25,66,44.6,0,Mixed,20.81,Moderate
1608,46,46-60,Male,Google Pixel 8,Android,2.17,0.1,45,32.1,0,Work,4.22,Minimal
1964,26,26-35,Male,Xiaomi 13,Android,8.11,0.73,124,67.9,0,Work,35.27,Moderate
7634,28,26-35,Female,Samsung Galaxy S24,Android,7.75,3.91,34,128.9,1,Gaming,44.4,High
7266,41,36-45,Female,Xiaomi 13,Android,1.46,0.1,90,20.0,0,Work,11.4,Minimal
5651,40,36-45,Female,Xiaomi 13,Android,5.28,0.11,29,55.5,0,Mixed,18.75,Minimal
7353,42,36-45,Female,Xiaomi 13,Android,9.96,6.04,62,171.0,2,Gaming,55.17,Dangerous
3947,35,26-35,Male,iPhone 14,iOS,5.56,7.12,41,84.9,0,Social,38.37,Moderate
8260,37,36-45,Male,iPhone 14,iOS,3.49,1.22,48,44.5,0,Mixed,26.0,Moderate
6015,29,26-35,Male,OnePlus 11,Android,2.39,0.23,64,28.2,0,Work,10.72,Minimal
3232,52,46-60,Female,iPhone 14,iOS,5.48,0.32,59,51.1,1,Work,19.56,Minimal
1934,42,36-45,Male,iPhone 14,iOS,4.36,4.79,36,61.8,0,Social,38.05,Moderate
5836,35,26-35,Male,Google Pixel 8,Android,3.05,1.39,60,41.9,1,Mixed,12.63,Minimal
5391,40,36-45,Female,Xiaomi 13,Android,3.04,0.56,52,25.6,0,Work,17.95,Minimal
1793,39,36-45,Female,Google Pixel 8,Android,7.86,3.28,102,74.9,1,Mixed,35.9,Moderate
7674,27,26-35,Male,iPhone 14,iOS,6.26,3.91,52,71.1,0,Social,28.89,Moderate
2768,29,26-35,Male,Samsung Galaxy S24,Android,10.78,0.41,33,127.9,1,Social,46.51,High
2177,33,26-35,Male,Xiaomi 13,Android,7.69,3.15,66,65.2,1,Work,33.07,Moderate
2601,28,26-35,Male,iPhone 14,iOS,2.0,0.21,63,20.3,0,Work,13.6,Minimal
1490,46,46-60,Male,OnePlus 11,Android,9.47,0.33,51,137.9,2,Social,51.69,High
3100,35,26-35,Female,iPhone 14,iOS,5.07,1.29,30,40.8,2,Work,10.36,Minimal
4577,42,36-45,Male,Samsung Galaxy S24,Android,5.5,0.39,42,36.7,0,Work,13.22,Minimal
4637,39,36-45,Male,Samsung Galaxy S24,Android,7.27,0.1,53,66.1,1,Work,33.18,Moderate
5246,41,36-45,Male,Xiaomi 13,Android,7.06,0.1,81,63.2,3,Mixed,37.84,Moderate
6090,30,26-35,Male,Samsung Galaxy S24,Android,3.8,3.43,54,66.7,0,Social,28.8,Moderate
4233,25,18-25,Male,Google Pixel 8,Android,3.65,2.7,63,56.9,0,Social,24.77,Moderate
3358,38,36-45,Male,OnePlus 11,Android,5.36,4.46,49,78.2,0,Social,29.21,Moderate
1394,22,18-25,Male,iPhone 14,iOS,8.31,4.72,65,99.0,0,Social,41.07,Moderate
4961,26,26-35,Male,Samsung Galaxy S24,Android,3.47,0.91,62,38.3,0,Work,22.84,Moderate
3163,48,46-60,Female,Samsung Galaxy S24,Android,9.41,6.07,36,128.3,2,Social,50.07,High
7311,34,26-35,Male,iPhone 14,iOS,4.78,1.24,53,52.8,0,Mixed,29.65,Moderate
3928,28,26-35,Female,iPhone 14,iOS,6.29,5.18,58,93.9,1,Social,35.94,Moderate
4756,21,18-25,Male,Google Pixel 8,Android,5.63,0.1,41,43.7,0,Work,15.1,Minimal
1136,28,26-35,Male,Xiaomi 13,Android,7.45,0.39,108,64.8,3,Work,27.61,Moderate
2777,35,26-35,Male,iPhone 14,iOS,8.18,1.12,79,76.9,1,Work,32.88,Moderate
1699,31,26-35,Male,Samsung Galaxy S24,Android,6.51,2.77,57,99.0,0,Gaming,37.05,Moderate
6383,33,26-35,Male,Google Pixel 8,Android,7.32,1.09,68,86.8,1,Work,30.63,Moderate
4658,34,26-35,Female,Samsung Galaxy S24,Android,5.1,0.85,49,52.5,1,Work,25.63,Moderate
6951,20,18-25,Male,Xiaomi 13,Android,6.11,1.69,47,78.0,0,Social,37.06,Moderate
8176,35,26-35,Female,Xiaomi 13,Android,5.78,0.28,58,54.2,1,Work,20.63,Minimal
7247,50,46-60,Female,Samsung Galaxy S24,Android,6.79,0.27,77,51.8,2,Work,26.68,Moderate
3709,22,18-25,Male,iPhone 14,iOS,12.91,0.6,67,230.3,3,Gaming,64.53,Dangerous
5443,29,26-35,Male,Xiaomi 13,Android,11.04,6.88,33,99.0,0,Social,55.89,Dangerous
6609,38,36-45,Male,Google Pixel 8,Android,6.55,0.75,43,66.3,0,Work,26.94,Moderate
3313,33,26-35,Female,Samsung Galaxy S24,Android,2.84,0.12,40,41.2,2,Work,10.61,Minimal
2940,29,26-35,Male,iPhone 14,iOS,2.87,0.22,83,24.8,0,Work,9.88,Minimal
3113,33,26-35,Female,Samsung Galaxy S24,Android,7.12,0.31,45,75.0,2,Work,38.2,Moderate
5621,48,46-60,Female,Xiaomi 13,Android,8.15,4.09,60,82.2,1,Mixed,31.01,Moderate
2968,43,36-45,Male,Samsung Galaxy S24,Android,4.96,0.1,25,50.8,0,Work,23.27,Moderate
1823,27,26-35,Male,Google Pixel 8,Android,8.4,1.25,32,57.0,0,Mixed,29.94,Moderate
5485,20,18-25,Female,Samsung Galaxy S24,Android,5.44,2.99,135,74.8,1,Social,28.67,Moderate
2986,35,26-35,Female,Google Pixel 8,Android,9.45,7.95,53,99.0,0,Social,54.46,Dangerous
3456,42,36-45,Male,Google Pixel 8,Android,13.45,2.67,52,265.5,2,Gaming,82.63,Dangerous
8113,20,18-25,Male,Samsung Galaxy S24,Android,15.03,13.51,88,190.0,1,Gaming,86.73,Dangerous
8307,20,18-25,Male,Xiaomi 13,Android,8.71,8.35,48,116.5,1,Social,56.72,Dangerous
3177,31,26-35,Female,Xiaomi 13,Android,5.24,3.5,66,61.8,0,Social,19.18,Minimal
5523,18,18-25,Female,OnePlus 11,Android,3.87,1.81,60,93.7,0,Gaming,26.78,Moderate
7504,37,36-45,Male,iPhone 14,iOS,3.22,0.62,41,30.1,0,Work,20.05,Minimal
4177,31,26-35,Female,iPhone 14,iOS,10.89,5.98,58,113.2,1,Mixed,54.66,Dangerous
1057,49,46-60,Male,Samsung Galaxy S24,Android,5.72,1.03,58,71.9,0,Social,34.0,Moderate
2765,36,36-45,Male,Samsung Galaxy S24,Android,4.23,1.62,43,41.2,1,Mixed,16.42,Minimal
3721,32,26-35,Female,Samsung Galaxy S24,Android,6.32,4.17,61,97.1,1,Social,37.44,Moderate
6184,42,36-45,Female,Samsung Galaxy S24,Android,3.77,1.69,39,44.7,2,Mixed,11.6,Minimal
1307,29,26-35,Male,iPhone 14,iOS,8.98,8.59,30,118.6,4,Social,52.1,High
2850,45,36-45,Male,Samsung Galaxy S24,Android,5.44,2.69,36,61.4,0,Mixed,24.74,Moderate
3502,43,36-45,Female,iPhone 14,iOS,5.99,1.51,54,58.9,0,Mixed,25.5,Moderate
6376,27,26-35,Female,Google Pixel 8,Android,7.94,6.26,20,117.6,1,Social,43.01,High
5520,32,26-35,Female,iPhone 14,iOS,3.38,0.1,28,34.6,0,Work,18.84,Minimal
6378,33,26-35,Female,Samsung Galaxy S24,Android,9.87,3.04,74,99.0,0,Work,45.86,High
1324,34,26-35,Female,iPhone 14,iOS,1.68,0.2,133,29.9,1,Work,12.61,Minimal
4967,23,18-25,Male,Samsung Galaxy S24,Android,6.53,3.94,76,88.8,0,Social,33.82,Moderate
7476,34,26-35,Male,Samsung Galaxy S24,Android,5.15,0.72,63,66.3,1,Social,18.51,Minimal
3919,29,26-35,Male,Xiaomi 13,Android,9.39,4.6,73,99.0,0,Social,40.05,Moderate
2443,31,26-35,Male,Google Pixel 8,Android,6.85,7.75,89,79.6,0,Social,42.83,High
5379,45,36-45,Male,Xiaomi 13,Android,7.66,6.79,69,99.0,0,Social,38.57,Moderate
7128,24,18-25,Male,iPhone 14,iOS,8.74,2.91,63,169.2,2,Gaming,42.35,High
3477,30,26-35,Female,Samsung Galaxy S24,Android,4.69,0.87,75,56.1,1,Mixed,18.31,Minimal
6147,29,26-35,Female,iPhone 14,iOS,10.65,0.1,66,89.6,3,Work,49.13,High
2609,24,18-25,Female,Samsung Galaxy S24,Android,6.72,2.88,61,125.6,3,Gaming,37.51,Moderate
2100,47,46-60,Male,Xiaomi 13,Android,7.64,0.1,54,66.0,0,Mixed,26.31,Moderate
2832,37,36-45,Female,iPhone 14,iOS,8.04,3.26,88,63.7,2,Work,31.34,Moderate
6907,36,36-45,Female,iPhone 14,iOS,6.95,0.1,50,77.2,0,Work,31.29,Moderate
3438,40,36-45,Female,Xiaomi 13,Android,7.66,1.77,79,66.8,0,Work,23.0,Moderate
2290,31,26-35,Male,Xiaomi 13,Android,2.08,0.1,67,25.2,1,Work,11.65,Minimal
5758,24,18-25,Male,iPhone 14,iOS,4.47,1.92,92,60.9,0,Social,23.69,Moderate
5291,25,18-25,Male,iPhone 14,iOS,3.57,0.1,63,60.3,1,Gaming,10.63,Minimal
6013,32,26-35,Female,iPhone 14,iOS,5.05,5.01,29,80.7,1,Social,31.29,Moderate
1192,24,18-25,Female,iPhone 14,iOS,14.03,3.51,36,280.0,2,Gaming,81.19,Dangerous
3939,21,18-25,Male,Google Pixel 8,Android,5.09,3.18,149,104.5,1,Gaming,39.67,Moderate
6569,51,46-60,Female,iPhone 14,iOS,11.02,1.35,52,89.1,3,Mixed,42.22,High
1989,42,36-45,Female,Google Pixel 8,Android,18.0,5.64,143,362.6,4,Gaming,99.0,Dangerous
8024,33,26-35,Female,iPhone 14,iOS,13.03,6.37,38,190.0,1,Gaming,77.78,Dangerous
4102,39,36-45,Female,iPhone 14,iOS,6.65,1.07,31,50.0,1,Work,36.01,Moderate
3621,33,26-35,Female,iPhone 14,iOS,1.11,0.1,67,14.9,0,Work,8.72,Minimal
1332,47,46-60,Male,iPhone 14,iOS,5.85,0.1,134,55.2,0,Mixed,24.83,Moderate
7354,42,36-45,Female,iPhone 14,iOS,5.42,0.84,54,44.3,1,Work,19.04,Minimal
5101,23,18-25,Male,Samsung Galaxy S24,Android,6.88,1.73,21,80.4,2,Social,26.21,Moderate
1266,28,26-35,Female,Xiaomi 13,Android,15.07,0.93,85,239.7,3,Social,81.03,Dangerous
3659,36,36-45,Female,Xiaomi 13,Android,5.97,0.11,20,99.0,0,Gaming,41.2,High
8488,44,36-45,Female,OnePlus 11,Android,13.9,0.14,67,161.9,3,Social,60.09,Dangerous
3691,35,26-35,Female,iPhone 14,iOS,10.94,8.45,95,156.0,2,Social,51.48,High
6759,30,26-35,Male,Xiaomi 13,Android,8.2,3.89,87,99.0,0,Gaming,42.33,High
1560,37,36-45,Female,Google Pixel 8,Android,11.78,4.95,26,164.8,1,Social,57.8,Dangerous
7986,22,18-25,Male,iPhone 14,iOS,7.08,6.94,34,111.9,1,Social,43.63,High
4279,50,46-60,Female,Google Pixel 8,Android,5.07,0.1,35,53.7,1,Work,25.55,Moderate
4364,42,36-45,Female,Google Pixel 8,Android,6.72,6.5,120,105.8,1,Social,47.93,High
6483,34,26-35,Female,iPhone 14,iOS,8.32,8.91,35,99.0,0,Social,42.83,High
2619,28,26-35,Female,Xiaomi 13,Android,7.24,2.56,39,90.8,2,Social,27.52,Moderate
3364,36,36-45,Female,Samsung Galaxy S24,Android,4.04,3.58,46,61.1,0,Social,32.36,Moderate
8417,36,36-45,Male,Xiaomi 13,Android,8.09,0.59,52,77.6,3,Work,35.09,Moderate
6164,22,18-25,Male,Google Pixel 8,Android,4.83,4.82,81,66.9,1,Social,15.66,Minimal
1119,27,26-35,Male,Samsung Galaxy S24,Android,7.82,0.88,65,62.1,1,Work,44.8,High
2669,24,18-25,Female,Xiaomi 13,Android,3.24,2.94,79,64.6,1,Social,23.39,Moderate
7620,21,18-25,Male,Samsung Galaxy S24,Android,2.56,0.25,152,23.8,0,Work,9.25,Minimal
1081,30,26-35,Female,iPhone 14,iOS,9.11,2.66,26,109.8,1,Social,44.44,High
7150,32,26-35,Female,Samsung Galaxy S24,Android,2.81,0.28,49,26.8,1,Work,8.64,Minimal
5934,45,36-45,Male,Xiaomi 13,Android,5.07,0.1,34,41.8,0,Work,14.14,Minimal
1124,25,18-25,Male,iPhone 14,iOS,5.52,1.74,47,52.0,2,Mixed,16.41,Minimal
3719,26,26-35,Male,Google Pixel 8,Android,8.19,2.46,36,171.9,2,Gaming,48.08,High
4603,36,36-45,Male,Xiaomi 13,Android,4.11,0.19,71,39.8,1,Work,14.63,Minimal
5604,44,36-45,Female,Samsung Galaxy S24,Android,4.15,0.29,28,36.2,1,Work,15.79,Minimal
7755,26,26-35,Male,iPhone 14,iOS,3.22,0.1,67,33.3,1,Work,8.62,Minimal
3088,29,26-35,Female,Xiaomi 13,Android,4.79,5.48,82,78.5,0,Social,31.56,Moderate
7691,22,18-25,Male,Samsung Galaxy S24,Android,5.04,3.01,86,51.9,0,Mixed,23.4,Moderate
4697,41,36-45,Female,OnePlus 11,Android,5.13,0.59,69,77.3,0,Social,30.65,Moderate
1032,51,46-60,Male,Xiaomi 13,Android,4.22,0.83,67,51.2,1,Work,16.06,Minimal
8382,22,18-25,Female,iPhone 14,iOS,5.61,2.27,78,94.3,1,Gaming,25.25,Moderate
7561,25,18-25,Male,Samsung Galaxy S24,Android,7.77,1.18,76,90.9,1,Mixed,41.27,High
1383,50,46-60,Female,iPhone 14,iOS,7.45,1.88,69,126.3,1,Social,44.01,High
2358,26,26-35,Male,Samsung Galaxy S24,Android,4.19,0.21,67,32.0,2,Work,22.15,Moderate
5781,46,46-60,Male,Xiaomi 13,Android,9.68,4.7,85,81.3,2,Mixed,45.13,High
4851,24,18-25,Male,iPhone 14,iOS,3.94,4.8,41,55.7,0,Social,28.35,Moderate
5011,27,26-35,Male,Samsung Galaxy S24,Android,2.42,0.1,29,24.2,1,Work,10.56,Minimal
7163,45,36-45,Male,iPhone 14,iOS,9.59,8.59,49,154.7,1,Gaming,53.81,Dangerous
6834,22,18-25,Female,Samsung Galaxy S24,Android,6.46,3.88,80,99.0,0,Gaming,37.6,Moderate
1955,46,46-60,Male,Google Pixel 8,Android,6.87,3.08,65,59.2,1,Mixed,33.57,Moderate
5186,48,46-60,Male,Samsung Galaxy S24,Android,4.79,0.64,71,43.5,0,Work,20.88,Moderate
5330,36,36-45,Male,Samsung Galaxy S24,Android,0.5,0.1,73,10.0,0,Work,1.46,Minimal
2224,43,36-45,Male,Samsung Galaxy S24,Android,4.69,1.27,144,79.9,0,Social,23.69,Moderate
6331,23,18-25,Male,Google Pixel 8,Android,4.9,0.69,55,43.7,0,Mixed,17.5,Minimal
3110,21,18-25,Male,Xiaomi 13,Android,7.2,3.71,36,99.0,0,Social,45.55,High
1649,23,18-25,Male,iPhone 14,iOS,4.84,1.63,65,86.7,0,Gaming,35.46,Moderate
6808,34,26-35,Female,Google Pixel 8,Android,4.24,0.45,50,34.4,1,Work,26.84,Moderate
3172,41,36-45,Male,Xiaomi 13,Android,4.93,6.36,68,63.4,0,Social,31.71,Moderate
6350,25,18-25,Female,iPhone 14,iOS,5.82,0.92,40,43.2,0,Work,24.12,Moderate
4044,31,26-35,Female,Xiaomi 13,Android,6.43,2.13,28,70.5,0,Work,35.33,Moderate
